definition2,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
hear,0.01,0.01,0.05,0.09,0.1,0.11,0.24,0.29,0.34,0.42,0.49,0.52,0.68,0.62,0.78
help,0.07,0.11,0.21,0.3,0.32,0.38,0.54,0.6,0.66,0.76,0.76,0.8,0.9,0.87,0.88
hide,0.01,0.02,0.07,0.13,0.18,0.22,0.34,0.4,0.45,0.57,0.58,0.59,0.78,0.73,0.82
hit,0.02,0.04,0.11,0.16,0.19,0.25,0.42,0.46,0.55,0.62,0.7,0.69,0.84,0.76,0.84
hold,0.02,0.01,0.1,0.16,0.14,0.23,0.38,0.44,0.46,0.53,0.68,0.59,0.83,0.7,0.84
hug,0.11,0.17,0.28,0.37,0.42,0.44,0.6,0.69,0.7,0.77,0.83,0.83,0.92,0.89,0.95
hurry,0.02,0.01,0.05,0.07,0.09,0.13,0.2,0.21,0.32,0.37,0.49,0.43,0.68,0.56,0.72
jump,0.05,0.09,0.19,0.24,0.3,0.39,0.53,0.6,0.66,0.71,0.73,0.75,0.89,0.84,0.94
kick,0.05,0.08,0.15,0.21,0.2,0.29,0.38,0.47,0.53,0.59,0.66,0.67,0.8,0.77,0.88
kiss,0.13,0.21,0.32,0.41,0.45,0.51,0.62,0.71,0.76,0.82,0.85,0.84,0.94,0.91,0.94
knock,0.03,0.07,0.11,0.16,0.15,0.25,0.36,0.37,0.45,0.5,0.56,0.59,0.73,0.66,0.79
lick,0,0.02,0.03,0.05,0.07,0.15,0.18,0.25,0.29,0.38,0.42,0.5,0.62,0.61,0.7
like,0.01,0.01,0.05,0.1,0.12,0.14,0.28,0.35,0.41,0.47,0.57,0.64,0.76,0.7,0.86
listen,0,0.01,0.04,0.06,0.08,0.11,0.16,0.26,0.27,0.34,0.39,0.44,0.58,0.59,0.65
look,0.06,0.07,0.15,0.2,0.19,0.25,0.38,0.47,0.61,0.64,0.73,0.72,0.86,0.83,0.87
love,0.09,0.14,0.2,0.3,0.32,0.39,0.42,0.58,0.62,0.69,0.73,0.73,0.88,0.86,0.9
make,0,0,0.02,0.06,0.08,0.12,0.22,0.28,0.34,0.4,0.52,0.54,0.73,0.66,0.79
open,0.12,0.14,0.28,0.38,0.39,0.44,0.62,0.64,0.71,0.77,0.82,0.84,0.92,0.87,0.93
paint,0.01,0.03,0.06,0.08,0.13,0.19,0.26,0.32,0.39,0.44,0.5,0.57,0.73,0.68,0.8
pick,0.01,0,0.04,0.08,0.07,0.09,0.13,0.21,0.24,0.32,0.44,0.38,0.58,0.56,0.65
play,0.06,0.09,0.19,0.27,0.32,0.37,0.52,0.62,0.66,0.72,0.84,0.8,0.9,0.88,0.95
pour,0.01,0,0.03,0.06,0.07,0.11,0.18,0.2,0.25,0.35,0.38,0.5,0.6,0.55,0.66
pretend,0,0,0.01,0.02,0.03,0.02,0.06,0.12,0.14,0.17,0.25,0.24,0.42,0.4,0.5
pull,0.03,0.04,0.06,0.12,0.13,0.2,0.28,0.34,0.39,0.48,0.57,0.54,0.73,0.67,0.76
push,0.05,0.05,0.12,0.17,0.24,0.27,0.35,0.46,0.51,0.59,0.67,0.69,0.81,0.78,0.84
put,0.01,0.02,0.05,0.09,0.14,0.14,0.22,0.29,0.35,0.43,0.54,0.48,0.69,0.63,0.73
read,0.09,0.16,0.21,0.28,0.31,0.37,0.55,0.61,0.68,0.73,0.78,0.77,0.92,0.82,0.92
ride,0.04,0.05,0.14,0.2,0.2,0.3,0.42,0.51,0.56,0.62,0.72,0.7,0.85,0.74,0.86
rip,0,0.01,0.01,0.04,0.03,0.05,0.06,0.13,0.13,0.17,0.25,0.29,0.4,0.36,0.45
run,0.03,0.06,0.14,0.2,0.26,0.32,0.5,0.53,0.62,0.69,0.71,0.71,0.86,0.8,0.93
say,0.02,0.04,0.07,0.09,0.09,0.11,0.22,0.24,0.32,0.4,0.45,0.49,0.65,0.59,0.73
see,0.11,0.12,0.23,0.3,0.28,0.4,0.5,0.59,0.64,0.73,0.79,0.74,0.87,0.82,0.88
shake,0.01,0.04,0.07,0.12,0.13,0.16,0.25,0.29,0.36,0.36,0.49,0.45,0.63,0.56,0.67
share,0.01,0.01,0.05,0.09,0.11,0.17,0.28,0.3,0.37,0.47,0.48,0.57,0.71,0.63,0.79
show,0.01,0.01,0.04,0.05,0.08,0.12,0.19,0.29,0.31,0.4,0.45,0.46,0.64,0.61,0.76
sing,0.03,0.05,0.11,0.15,0.22,0.26,0.41,0.44,0.55,0.61,0.67,0.66,0.83,0.75,0.88
sit,0.11,0.16,0.29,0.38,0.39,0.47,0.59,0.69,0.7,0.76,0.75,0.78,0.91,0.8,0.92
skate,0,0,0.01,0.03,0.03,0.08,0.08,0.09,0.15,0.17,0.25,0.27,0.42,0.37,0.44
sleep,0.05,0.09,0.17,0.27,0.32,0.38,0.51,0.62,0.64,0.74,0.77,0.8,0.91,0.84,0.92
slide ,0.05,0.07,0.14,0.22,0.26,0.3,0.42,0.46,0.56,0.62,0.65,0.66,0.81,0.72,0.86
smile,0.01,0.02,0.05,0.1,0.11,0.16,0.22,0.31,0.35,0.45,0.45,0.5,0.67,0.65,0.73
spill,0.01,0.01,0.04,0.08,0.12,0.17,0.24,0.31,0.33,0.43,0.55,0.51,0.71,0.67,0.81
splash,0.05,0.05,0.11,0.16,0.17,0.25,0.31,0.4,0.46,0.5,0.55,0.56,0.75,0.7,0.84
stand,0.01,0.02,0.06,0.08,0.13,0.2,0.28,0.35,0.37,0.45,0.57,0.54,0.71,0.67,0.77
stay,0.01,0.02,0.06,0.08,0.11,0.12,0.26,0.36,0.38,0.43,0.55,0.55,0.72,0.64,0.76
stop,0.09,0.14,0.2,0.26,0.33,0.42,0.54,0.61,0.66,0.74,0.78,0.75,0.91,0.84,0.91
sweep,0.02,0.03,0.07,0.12,0.14,0.22,0.28,0.33,0.38,0.46,0.48,0.5,0.71,0.65,0.75
swim,0.03,0.07,0.14,0.19,0.19,0.27,0.38,0.48,0.52,0.61,0.64,0.63,0.8,0.75,0.87
swing_action ,0.1,0.11,0.21,0.33,0.31,0.38,0.55,0.59,0.63,0.68,0.74,0.71,0.86,0.81,0.89
take,0.01,0.01,0.04,0.08,0.08,0.12,0.24,0.32,0.32,0.41,0.5,0.5,0.69,0.65,0.75
talk,0.01,0.03,0.08,0.1,0.12,0.13,0.26,0.35,0.4,0.46,0.54,0.58,0.75,0.72,0.81
taste,0.01,0,0.04,0.06,0.07,0.1,0.2,0.23,0.27,0.31,0.41,0.44,0.61,0.55,0.65
tear,0,0.01,0.02,0.02,0.05,0.06,0.08,0.12,0.19,0.23,0.24,0.33,0.44,0.46,0.54
think,0,0,0.02,0.01,0.03,0.04,0.08,0.09,0.13,0.18,0.22,0.26,0.43,0.37,0.51
throw,0.04,0.06,0.14,0.16,0.19,0.23,0.38,0.48,0.54,0.62,0.65,0.69,0.83,0.76,0.88
tickle,0.12,0.14,0.27,0.24,0.3,0.3,0.48,0.55,0.6,0.66,0.67,0.7,0.86,0.75,0.86
touch,0.03,0.02,0.1,0.12,0.16,0.16,0.26,0.33,0.4,0.48,0.55,0.57,0.75,0.67,0.83
wait,0.01,0.03,0.07,0.1,0.14,0.18,0.27,0.34,0.38,0.45,0.5,0.55,0.72,0.65,0.77
wake,0.01,0.01,0.04,0.06,0.1,0.13,0.23,0.25,0.34,0.44,0.49,0.53,0.7,0.63,0.77
walk,0.08,0.12,0.26,0.34,0.31,0.42,0.56,0.61,0.67,0.72,0.72,0.75,0.89,0.79,0.91
wash,0.05,0.06,0.15,0.22,0.29,0.33,0.48,0.52,0.61,0.66,0.69,0.65,0.88,0.73,0.89
watch_verb,0.02,0.03,0.07,0.12,0.16,0.18,0.32,0.37,0.41,0.47,0.52,0.6,0.75,0.7,0.82
wipe,0.03,0.02,0.1,0.12,0.17,0.23,0.36,0.36,0.45,0.5,0.49,0.57,0.73,0.71,0.78
wish,0,0,0,0.02,0.03,0.03,0.04,0.05,0.06,0.11,0.15,0.15,0.26,0.25,0.37
work_verb,0.04,0.03,0.12,0.14,0.21,0.21,0.36,0.43,0.5,0.55,0.67,0.65,0.81,0.7,0.85
write,0.01,0.01,0.05,0.11,0.15,0.19,0.26,0.27,0.37,0.39,0.44,0.52,0.64,0.64,0.71
all gone,0.32,0.36,0.49,0.6,0.65,0.63,0.72,0.81,0.82,0.8,0.87,0.84,0.94,0.87,0.93
asleep,0.03,0.06,0.11,0.19,0.22,0.25,0.4,0.46,0.55,0.59,0.61,0.57,0.79,0.75,0.85
awake,0.01,0.03,0.05,0.11,0.12,0.2,0.3,0.35,0.4,0.49,0.57,0.53,0.73,0.68,0.8
bad,0.07,0.07,0.13,0.16,0.21,0.29,0.32,0.42,0.5,0.56,0.66,0.58,0.76,0.69,0.83
better,0.01,0.03,0.06,0.09,0.1,0.15,0.22,0.25,0.32,0.4,0.52,0.52,0.65,0.58,0.75
big,0.08,0.1,0.23,0.29,0.35,0.43,0.57,0.63,0.67,0.74,0.85,0.79,0.91,0.82,0.94
black,0.02,0.06,0.08,0.12,0.14,0.16,0.32,0.37,0.41,0.48,0.51,0.49,0.73,0.66,0.82
blue,0.09,0.14,0.23,0.31,0.31,0.38,0.52,0.56,0.65,0.7,0.7,0.74,0.87,0.8,0.91
broken,0.04,0.06,0.13,0.2,0.28,0.33,0.5,0.58,0.61,0.67,0.78,0.73,0.89,0.81,0.93
brown,0.02,0.01,0.07,0.11,0.1,0.14,0.26,0.33,0.36,0.43,0.45,0.46,0.66,0.56,0.76
careful,0.02,0.02,0.09,0.12,0.16,0.16,0.25,0.36,0.38,0.5,0.52,0.51,0.74,0.62,0.79
clean_adj,0.04,0.08,0.16,0.23,0.28,0.33,0.46,0.49,0.58,0.66,0.7,0.68,0.86,0.76,0.91
cold,0.13,0.19,0.33,0.44,0.47,0.52,0.67,0.71,0.77,0.82,0.83,0.82,0.94,0.87,0.95
cute,0.03,0.05,0.08,0.12,0.16,0.16,0.3,0.33,0.34,0.4,0.46,0.42,0.63,0.56,0.67
dark,0.03,0.04,0.07,0.12,0.15,0.16,0.26,0.38,0.45,0.5,0.56,0.54,0.75,0.65,0.81
dirty,0.1,0.1,0.23,0.33,0.39,0.47,0.57,0.62,0.69,0.73,0.81,0.77,0.91,0.83,0.95
dry_adj,0.02,0.03,0.08,0.11,0.14,0.19,0.28,0.34,0.39,0.47,0.5,0.53,0.76,0.66,0.81
empty_adj,0.03,0.02,0.1,0.14,0.16,0.21,0.26,0.35,0.38,0.45,0.49,0.52,0.68,0.59,0.75
fast,0.02,0.04,0.05,0.12,0.15,0.19,0.3,0.37,0.42,0.5,0.57,0.59,0.75,0.67,0.83
fine,0.01,0.01,0.01,0.03,0.04,0.04,0.08,0.13,0.16,0.22,0.29,0.29,0.4,0.33,0.51
first,0.01,0,0.02,0.04,0.04,0.08,0.15,0.2,0.22,0.31,0.38,0.41,0.56,0.52,0.66
full,0.01,0.02,0.05,0.09,0.1,0.1,0.2,0.25,0.34,0.36,0.5,0.52,0.67,0.61,0.75
gentle,0.04,0.07,0.11,0.11,0.13,0.14,0.23,0.29,0.33,0.41,0.39,0.39,0.54,0.48,0.62
good,0.08,0.13,0.18,0.25,0.28,0.3,0.42,0.45,0.55,0.62,0.72,0.69,0.83,0.79,0.88
green,0.04,0.07,0.15,0.21,0.24,0.28,0.42,0.47,0.53,0.59,0.6,0.63,0.82,0.76,0.89
happy,0.07,0.1,0.18,0.23,0.3,0.29,0.41,0.49,0.55,0.6,0.6,0.69,0.79,0.74,0.87
hard,0.01,0.01,0.04,0.07,0.08,0.08,0.16,0.21,0.3,0.35,0.43,0.42,0.62,0.56,0.69
heavy,0.03,0.02,0.08,0.16,0.19,0.24,0.36,0.44,0.49,0.55,0.64,0.68,0.81,0.74,0.88
high,0.01,0.01,0.06,0.08,0.14,0.16,0.26,0.31,0.37,0.47,0.47,0.53,0.69,0.64,0.8
hot,0.43,0.4,0.61,0.64,0.72,0.71,0.77,0.85,0.84,0.85,0.92,0.89,0.97,0.91,0.95
hungry,0.05,0.07,0.15,0.18,0.24,0.29,0.39,0.47,0.54,0.59,0.67,0.73,0.82,0.77,0.89
hurt,0.03,0.05,0.1,0.19,0.23,0.24,0.36,0.47,0.56,0.59,0.67,0.66,0.83,0.75,0.85
last,0,0,0.01,0.03,0.02,0.03,0.06,0.09,0.08,0.17,0.19,0.21,0.33,0.32,0.41
little,0.02,0.03,0.07,0.11,0.14,0.16,0.38,0.36,0.45,0.55,0.62,0.65,0.79,0.72,0.87
long,0,0,0.01,0.03,0.03,0.03,0.08,0.13,0.16,0.21,0.28,0.3,0.45,0.42,0.56
loud,0.01,0.01,0.05,0.08,0.1,0.16,0.25,0.33,0.37,0.47,0.52,0.51,0.69,0.65,0.82
mad,0.01,0.02,0.01,0.05,0.06,0.08,0.15,0.22,0.25,0.32,0.39,0.43,0.58,0.54,0.66
naughty,0.01,0.02,0.05,0.06,0.05,0.05,0.04,0.15,0.16,0.2,0.2,0.27,0.3,0.28,0.34
new,0.01,0.01,0.03,0.05,0.08,0.09,0.15,0.24,0.26,0.35,0.39,0.41,0.58,0.48,0.68
nice,0.06,0.05,0.12,0.22,0.27,0.25,0.38,0.42,0.44,0.5,0.59,0.56,0.76,0.66,0.77
noisy,0.01,0.02,0.03,0.08,0.09,0.11,0.18,0.24,0.24,0.34,0.43,0.36,0.58,0.49,0.61
old,0.01,0.02,0.02,0.03,0.03,0.07,0.12,0.17,0.17,0.26,0.33,0.29,0.5,0.43,0.56
orange_adj,0.04,0.07,0.12,0.22,0.25,0.32,0.4,0.5,0.53,0.59,0.67,0.69,0.82,0.76,0.86
poor,0,0,0.01,0.01,0.02,0.04,0.03,0.07,0.08,0.12,0.13,0.14,0.27,0.23,0.27
pretty,0.1,0.11,0.19,0.26,0.26,0.35,0.46,0.46,0.5,0.53,0.57,0.61,0.79,0.72,0.82
quiet,0.01,0.01,0.04,0.06,0.11,0.17,0.22,0.34,0.37,0.42,0.51,0.49,0.71,0.61,0.74
red,0.06,0.09,0.14,0.21,0.26,0.31,0.46,0.51,0.56,0.64,0.67,0.67,0.83,0.78,0.88
sad,0.01,0.03,0.05,0.09,0.13,0.17,0.26,0.35,0.39,0.45,0.45,0.5,0.72,0.67,0.79
scared,0.01,0.02,0.02,0.05,0.08,0.12,0.22,0.29,0.36,0.41,0.53,0.58,0.73,0.62,0.8
sick,0.01,0.01,0.03,0.07,0.12,0.17,0.22,0.3,0.34,0.41,0.51,0.57,0.73,0.66,0.77
sleepy,0.04,0.05,0.1,0.17,0.18,0.24,0.34,0.41,0.46,0.54,0.59,0.57,0.75,0.64,0.76
slow,0.01,0.01,0.02,0.06,0.04,0.11,0.1,0.17,0.2,0.29,0.34,0.35,0.54,0.49,0.63
soft,0.03,0.04,0.13,0.14,0.15,0.19,0.26,0.36,0.42,0.47,0.5,0.55,0.72,0.62,0.77
sticky,0.02,0.05,0.09,0.11,0.17,0.18,0.27,0.32,0.4,0.48,0.49,0.53,0.7,0.63,0.79
stuck,0.04,0.08,0.13,0.16,0.22,0.23,0.34,0.37,0.45,0.43,0.59,0.57,0.76,0.62,0.73
thirsty,0.03,0.02,0.07,0.13,0.16,0.19,0.31,0.4,0.44,0.47,0.54,0.62,0.73,0.69,0.76
tiny,0,0,0.02,0.03,0.04,0.09,0.1,0.15,0.15,0.18,0.26,0.28,0.42,0.38,0.46
tired,0.02,0.03,0.06,0.1,0.14,0.18,0.3,0.39,0.4,0.49,0.56,0.56,0.77,0.68,0.82
wet,0.07,0.1,0.22,0.3,0.35,0.42,0.57,0.61,0.67,0.75,0.81,0.79,0.92,0.82,0.94
white,0.01,0.03,0.05,0.07,0.11,0.16,0.29,0.32,0.34,0.4,0.44,0.5,0.69,0.59,0.75
windy,0.02,0.02,0.06,0.11,0.12,0.11,0.23,0.27,0.33,0.44,0.44,0.51,0.61,0.57,0.71
yellow,0.06,0.1,0.15,0.23,0.3,0.3,0.42,0.46,0.57,0.62,0.59,0.68,0.81,0.72,0.86
yucky,0.19,0.22,0.38,0.37,0.41,0.43,0.55,0.63,0.67,0.69,0.71,0.68,0.86,0.78,0.87
after,0,0,0.02,0.02,0.04,0.06,0.11,0.14,0.19,0.25,0.33,0.31,0.47,0.45,0.54
before,0,0,0.01,0,0.01,0.03,0.05,0.08,0.08,0.13,0.22,0.17,0.28,0.3,0.4
day,0.01,0.01,0.04,0.07,0.08,0.11,0.2,0.23,0.25,0.34,0.39,0.45,0.52,0.52,0.59
later,0.01,0,0.03,0.09,0.09,0.13,0.2,0.28,0.28,0.35,0.41,0.45,0.63,0.53,0.65
morning,0.01,0.03,0.09,0.1,0.14,0.17,0.24,0.31,0.34,0.41,0.49,0.49,0.66,0.64,0.76
night,0.07,0.08,0.17,0.23,0.24,0.31,0.45,0.47,0.51,0.59,0.6,0.61,0.78,0.73,0.84
now,0.03,0.05,0.07,0.13,0.18,0.23,0.29,0.38,0.42,0.53,0.62,0.64,0.77,0.67,0.77
time,0,0,0.02,0.02,0.05,0.07,0.08,0.11,0.1,0.18,0.2,0.27,0.38,0.35,0.47
today,0.01,0,0.02,0.03,0.04,0.04,0.14,0.18,0.22,0.25,0.34,0.41,0.47,0.45,0.63
tomorrow,0.01,0.01,0.03,0.05,0.07,0.05,0.13,0.16,0.21,0.29,0.34,0.41,0.49,0.45,0.59
tonight,0,0,0.01,0.03,0.03,0.02,0.08,0.12,0.13,0.18,0.23,0.26,0.36,0.38,0.47
yesterday,0,0,0.01,0.01,0.01,0.01,0.04,0.08,0.08,0.12,0.14,0.17,0.29,0.27,0.34
he,0,0,0.02,0.04,0.06,0.09,0.19,0.21,0.24,0.26,0.39,0.47,0.59,0.57,0.68
her,0,0,0,0.04,0.03,0.05,0.1,0.16,0.17,0.22,0.32,0.35,0.44,0.45,0.56
hers,0,0.01,0,0.01,0.03,0.02,0.07,0.08,0.1,0.16,0.23,0.21,0.34,0.34,0.41
him,0.01,0,0.01,0.02,0.03,0.06,0.1,0.15,0.13,0.21,0.3,0.33,0.43,0.44,0.52
his,0,0,0,0.02,0.03,0.05,0.08,0.12,0.13,0.21,0.25,0.3,0.4,0.38,0.5
I,0.1,0.11,0.18,0.24,0.24,0.33,0.4,0.47,0.56,0.6,0.62,0.66,0.81,0.8,0.88
it,0.06,0.05,0.1,0.15,0.16,0.16,0.32,0.31,0.4,0.43,0.49,0.58,0.71,0.7,0.78
me,0.18,0.21,0.29,0.36,0.41,0.42,0.56,0.59,0.68,0.7,0.73,0.78,0.88,0.82,0.92
mine,0.21,0.31,0.41,0.52,0.58,0.64,0.71,0.75,0.83,0.82,0.85,0.85,0.93,0.87,0.93
my,0.08,0.07,0.12,0.22,0.19,0.29,0.4,0.44,0.53,0.55,0.6,0.58,0.8,0.77,0.81
myself,0,0,0.01,0.01,0.03,0.02,0.13,0.13,0.14,0.19,0.26,0.26,0.41,0.35,0.47
our,0,0,0,0.02,0.03,0.02,0.04,0.11,0.08,0.16,0.19,0.23,0.33,0.34,0.37
she,0.01,0.01,0.01,0.04,0.04,0.05,0.14,0.18,0.2,0.24,0.37,0.38,0.49,0.48,0.59
that,0.21,0.19,0.2,0.3,0.29,0.32,0.46,0.48,0.51,0.57,0.64,0.68,0.79,0.75,0.83
their,0,0,0,0.01,0.02,0.02,0.04,0.06,0.06,0.1,0.18,0.18,0.26,0.29,0.29
them,0,0,0.01,0.03,0.02,0.03,0.08,0.1,0.1,0.17,0.27,0.25,0.33,0.35,0.42
these,0.02,0.01,0.04,0.07,0.09,0.07,0.18,0.2,0.2,0.29,0.44,0.4,0.51,0.46,0.54
they,0,0,0.01,0.01,0.02,0.03,0.06,0.08,0.08,0.14,0.23,0.25,0.36,0.37,0.44
this,0.14,0.18,0.19,0.23,0.24,0.3,0.44,0.45,0.46,0.52,0.6,0.61,0.78,0.64,0.79
those,0.01,0.01,0.03,0.03,0.04,0.03,0.08,0.14,0.15,0.16,0.29,0.27,0.44,0.41,0.49
us,0,0,0,0.01,0.01,0.02,0.07,0.06,0.08,0.12,0.16,0.17,0.26,0.31,0.34
we,0.01,0.01,0.01,0.02,0.03,0.04,0.09,0.13,0.15,0.2,0.29,0.33,0.43,0.43,0.54
you,0.08,0.08,0.15,0.22,0.24,0.27,0.4,0.47,0.54,0.63,0.66,0.71,0.84,0.76,0.89
your,0.01,0,0.01,0.03,0.05,0.03,0.1,0.15,0.2,0.23,0.32,0.33,0.52,0.49,0.6
yourself,0,0,0,0,0.01,0.01,0.02,0.04,0.04,0.07,0.12,0.15,0.21,0.21,0.23
how,0.01,0,0.02,0.03,0.04,0.04,0.09,0.14,0.16,0.2,0.31,0.3,0.44,0.41,0.51
what,0.15,0.13,0.19,0.22,0.24,0.32,0.46,0.5,0.53,0.57,0.66,0.72,0.81,0.79,0.88
when,0,0,0.01,0.02,0.01,0,0.04,0.06,0.09,0.13,0.25,0.24,0.31,0.35,0.41
where,0.05,0.07,0.09,0.12,0.16,0.15,0.32,0.42,0.47,0.5,0.57,0.61,0.78,0.68,0.82
which,0,0,0.01,0,0.01,0.01,0.02,0.06,0.07,0.11,0.13,0.09,0.2,0.26,0.31
who,0.03,0.04,0.03,0.06,0.07,0.06,0.17,0.22,0.26,0.28,0.43,0.52,0.57,0.54,0.68
why,0.02,0.03,0.07,0.1,0.11,0.13,0.23,0.29,0.27,0.32,0.47,0.49,0.56,0.56,0.69
about,0,0,0,0.01,0.02,0.02,0.04,0.06,0.06,0.1,0.13,0.1,0.23,0.26,0.31
above,0,0.01,0.01,0.01,0.03,0.03,0.05,0.07,0.08,0.14,0.17,0.19,0.24,0.26,0.3
around,0.01,0.01,0.02,0.03,0.05,0.04,0.08,0.18,0.17,0.27,0.31,0.29,0.45,0.41,0.51
at,0.01,0.02,0.03,0.04,0.07,0.1,0.19,0.21,0.23,0.27,0.41,0.42,0.55,0.51,0.61
away,0.02,0.01,0.06,0.08,0.1,0.12,0.24,0.29,0.34,0.42,0.48,0.49,0.67,0.58,0.68
back,0.05,0.04,0.1,0.14,0.16,0.16,0.31,0.4,0.38,0.46,0.52,0.54,0.69,0.65,0.78
behind,0.01,0.01,0.02,0.03,0.05,0.06,0.09,0.18,0.2,0.27,0.35,0.36,0.49,0.46,0.6
beside,0,0,0.01,0,0.03,0.03,0.06,0.07,0.09,0.12,0.14,0.17,0.22,0.23,0.28
by,0.01,0.03,0.02,0.04,0.06,0.11,0.11,0.2,0.21,0.28,0.34,0.37,0.5,0.44,0.59
down,0.29,0.36,0.47,0.54,0.52,0.57,0.7,0.74,0.74,0.8,0.85,0.79,0.93,0.87,0.93
for,0,0,0.02,0.03,0.03,0.05,0.12,0.16,0.18,0.26,0.34,0.39,0.54,0.49,0.63
here,0.04,0.07,0.09,0.16,0.19,0.25,0.36,0.39,0.49,0.53,0.6,0.69,0.81,0.68,0.83
inside/in,0.07,0.09,0.18,0.25,0.27,0.33,0.46,0.48,0.58,0.61,0.69,0.68,0.85,0.74,0.86
into,0,0,0,0.01,0.02,0.03,0.07,0.08,0.08,0.16,0.19,0.21,0.31,0.31,0.35
next to,0,0,0.01,0.02,0.03,0.04,0.04,0.1,0.11,0.16,0.27,0.25,0.38,0.31,0.45
of,0.01,0,0.01,0.03,0.01,0.02,0.04,0.09,0.09,0.14,0.17,0.21,0.29,0.3,0.37
off,0.15,0.15,0.34,0.39,0.45,0.46,0.67,0.69,0.7,0.74,0.8,0.82,0.91,0.85,0.93
on,0.14,0.17,0.3,0.34,0.42,0.47,0.62,0.67,0.71,0.72,0.78,0.83,0.92,0.83,0.92
on top of,0.01,0.01,0.02,0.04,0.05,0.06,0.12,0.18,0.2,0.28,0.32,0.37,0.49,0.52,0.61
out,0.18,0.2,0.34,0.35,0.41,0.43,0.6,0.62,0.65,0.68,0.79,0.75,0.86,0.8,0.88
over,0.01,0.01,0.04,0.06,0.08,0.1,0.22,0.27,0.28,0.36,0.45,0.49,0.67,0.59,0.71
there,0.07,0.04,0.11,0.12,0.17,0.19,0.31,0.39,0.42,0.48,0.6,0.63,0.78,0.68,0.79
to,0.01,0.02,0.03,0.05,0.08,0.09,0.18,0.25,0.28,0.37,0.48,0.45,0.62,0.55,0.68
under,0.01,0.01,0.04,0.09,0.1,0.13,0.2,0.29,0.34,0.44,0.46,0.5,0.7,0.61,0.77
up,0.37,0.38,0.51,0.53,0.58,0.6,0.74,0.72,0.76,0.77,0.81,0.81,0.91,0.87,0.91
with,0,0,0.02,0.04,0.03,0.05,0.18,0.18,0.27,0.29,0.44,0.44,0.61,0.53,0.69
a,0.04,0.04,0.08,0.1,0.12,0.18,0.28,0.3,0.35,0.37,0.48,0.55,0.6,0.6,0.71
all,0.06,0.04,0.09,0.12,0.12,0.12,0.26,0.29,0.39,0.4,0.5,0.57,0.69,0.64,0.74
a lot,0,0.01,0.02,0.04,0.04,0.05,0.12,0.19,0.18,0.28,0.32,0.4,0.49,0.48,0.59
an,0,0,0,0.01,0.01,0.01,0.04,0.04,0.05,0.09,0.14,0.15,0.17,0.19,0.25
another,0.01,0.01,0.05,0.07,0.07,0.07,0.2,0.19,0.26,0.33,0.43,0.37,0.57,0.52,0.63
any,0,0,0.01,0.03,0.03,0.03,0.09,0.09,0.15,0.2,0.33,0.34,0.44,0.44,0.53
each,0,0,0,0.01,0.01,0.02,0.03,0.04,0.04,0.09,0.1,0.13,0.15,0.19,0.22
every,0,0,0.01,0,0.01,0.02,0.04,0.1,0.09,0.14,0.17,0.19,0.26,0.3,0.35
more,0.3,0.29,0.43,0.51,0.52,0.59,0.7,0.72,0.74,0.77,0.85,0.84,0.92,0.85,0.92
much,0,0.01,0.02,0.03,0.03,0.02,0.1,0.13,0.14,0.17,0.24,0.25,0.36,0.31,0.44
none,0.01,0.02,0.02,0.05,0.06,0.08,0.12,0.13,0.17,0.2,0.24,0.28,0.36,0.37,0.42
not,0.02,0.01,0.03,0.05,0.1,0.08,0.17,0.22,0.28,0.32,0.4,0.47,0.64,0.56,0.67
other,0.01,0,0.03,0.03,0.05,0.08,0.18,0.18,0.23,0.27,0.4,0.38,0.53,0.43,0.56
same,0,0,0.02,0.02,0.03,0.02,0.09,0.15,0.13,0.2,0.25,0.27,0.35,0.41,0.44
some,0.03,0.03,0.09,0.12,0.14,0.18,0.29,0.29,0.38,0.41,0.57,0.58,0.72,0.66,0.78
the,0.02,0.03,0.04,0.08,0.08,0.09,0.21,0.24,0.29,0.31,0.5,0.46,0.63,0.53,0.7
too,0.01,0.04,0.07,0.12,0.17,0.18,0.29,0.34,0.42,0.45,0.58,0.66,0.74,0.62,0.78
am,0,0,0.02,0.04,0.05,0.07,0.11,0.16,0.2,0.23,0.35,0.4,0.48,0.47,0.58
are,0,0,0.01,0.02,0.04,0.04,0.08,0.11,0.17,0.2,0.29,0.3,0.45,0.4,0.57
be,0.01,0.02,0.01,0.03,0.04,0.06,0.09,0.13,0.15,0.2,0.3,0.3,0.38,0.37,0.46
can_verb,0.01,0,0.04,0.07,0.08,0.08,0.2,0.26,0.27,0.37,0.41,0.5,0.63,0.58,0.72
could,0,0,0,0.01,0.02,0.01,0.04,0.05,0.04,0.11,0.14,0.15,0.23,0.26,0.32
did/did ya,0.02,0.02,0.04,0.06,0.09,0.06,0.2,0.19,0.25,0.29,0.42,0.51,0.57,0.49,0.68
do,0.05,0.07,0.13,0.19,0.26,0.28,0.4,0.48,0.49,0.55,0.62,0.73,0.79,0.72,0.81
does,0,0,0.01,0.02,0.03,0.04,0.06,0.09,0.1,0.18,0.19,0.28,0.35,0.36,0.4
don't,0.05,0.06,0.09,0.12,0.18,0.19,0.32,0.36,0.42,0.44,0.56,0.6,0.73,0.7,0.72
gonna/going to,0.01,0.02,0.04,0.08,0.08,0.09,0.17,0.25,0.3,0.31,0.44,0.45,0.62,0.58,0.69
